Airport.Code,Airport.Name,Time.Label,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/10,October,2009,501,774,2563
ORD,"Chicago, IL: Chicago O'Hare International",2009/10,October,2009,998,1809,2560
PDX,"Portland, OR: Portland International",2009/10,October,2009,263,360,350
PHL,"Philadelphia, PA: Philadelphia International",2009/10,October,2009,278,390,898
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/10,October,2009,851,990,1301
SAN,"San Diego, CA: San Diego International",2009/10,October,2009,441,617,472
SEA,"Seattle, WA: Seattle/Tacoma International",2009/10,October,2009,435,472,676
SFO,"San Francisco, CA: San Francisco International",2009/10,October,2009,511,951,1935
SLC,"Salt Lake City, UT: Salt Lake City International",2009/10,October,2009,374,703,907
TPA,"Tampa, FL: Tampa International",2009/10,October,2009,287,327,185
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/11,November,2009,920,1808,3858
BOS,"Boston, MA: Logan International",2009/11,November,2009,340,313,644
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/11,November,2009,258,401,211
CLT,"Charlotte, NC: Charlotte Douglas International",2009/11,November,2009,348,269,632
DCA,"Washington, DC: Ronald Reagan Washington National",2009/11,November,2009,221,208,262
DEN,"Denver, CO: Denver International",2009/11,November,2009,411,461,289
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/11,November,2009,578,995,737
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/11,November,2009,382,337,370
EWR,"Newark, NJ: Newark Liberty International",2009/11,November,2009,201,286,1401
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/11,November,2009,228,215,250
IAD,"Washington, DC: Washington Dulles International",2009/11,November,2009,275,116,263
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/11,November,2009,345,363,617
JFK,"New York, NY: John F. Kennedy International",2009/11,November,2009,286,207,588
LAS,"Las Vegas, NV: McCarran International",2009/11,November,2009,334,266,190
LAX,"Los Angeles, CA: Los Angeles International",2009/11,November,2009,439,459,323
LGA,"New York, NY: LaGuardia",2009/11,November,2009,225,253,899
MCO,"Orlando, FL: Orlando International",2009/11,November,2009,363,399,315
MDW,"Chicago, IL: Chicago Midway International",2009/11,November,2009,193,274,104
MIA,"Miami, FL: Miami International",2009/11,November,2009,271,231,241
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/11,November,2009,246,194,209
ORD,"Chicago, IL: Chicago O'Hare International",2009/11,November,2009,674,624,652
PDX,"Portland, OR: Portland International",2009/11,November,2009,112,90,68
PHL,"Philadelphia, PA: Philadelphia International",2009/11,November,2009,206,187,759
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/11,November,2009,406,292,253
SAN,"San Diego, CA: San Diego International",2009/11,November,2009,223,170,97
SEA,"Seattle, WA: Seattle/Tacoma International",2009/11,November,2009,247,185,205
SFO,"San Francisco, CA: San Francisco International",2009/11,November,2009,260,326,536
SLC,"Salt Lake City, UT: Salt Lake City International",2009/11,November,2009,173,221,183
TPA,"Tampa, FL: Tampa International",2009/11,November,2009,242,246,185
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/12,December,2009,1543,2789,5060
BOS,"Boston, MA: Logan International",2009/12,December,2009,511,651,546
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/12,December,2009,464,901,404
CLT,"Charlotte, NC: Charlotte Douglas International",2009/12,December,2009,626,499,1079
DCA,"Washington, DC: Ronald Reagan Washington National",2009/12,December,2009,351,401,361
DEN,"Denver, CO: Denver International",2009/12,December,2009,992,1885,1359
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/12,December,2009,1038,2166,1759
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/12,December,2009,767,933,1111
EWR,"Newark, NJ: Newark Liberty International",2009/12,December,2009,323,676,2080
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/12,December,2009,604,558,678
IAD,"Washington, DC: Washington Dulles International",2009/12,December,2009,440,306,314
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/12,December,2009,766,1197,2366
JFK,"New York, NY: John F. Kennedy International",2009/12,December,2009,516,764,944
LAS,"Las Vegas, NV: McCarran International",2009/12,December,2009,725,1132,747
LAX,"Los Angeles, CA: Los Angeles International",2009/12,December,2009,981,1353,1168
LGA,"New York, NY: LaGuardia",2009/12,December,2009,410,526,837
MCO,"Orlando, FL: Orlando International",2009/12,December,2009,878,1042,1021
MDW,"Chicago, IL: Chicago Midway International",2009/12,December,2009,466,813,520
MIA,"Miami, FL: Miami International",2009/12,December,2009,506,488,608
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/12,December,2009,569,774,718
ORD,"Chicago, IL: Chicago O'Hare International",2009/12,December,2009,1247,2294,3520
PDX,"Portland, OR: Portland International",2009/12,December,2009,283,394,217
PHL,"Philadelphia, PA: Philadelphia International",2009/12,December,2009,399,560,737
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/12,December,2009,891,1067,1012
SAN,"San Diego, CA: San Diego International",2009/12,December,2009,424,624,427
SEA,"Seattle, WA: Seattle/Tacoma International",2009/12,December,2009,424,511,361
SFO,"San Francisco, CA: San Francisco International",2009/12,December,2009,515,969,1566
SLC,"Salt Lake City, UT: Salt Lake City International",2009/12,December,2009,572,1171,911
TPA,"Tampa, FL: Tampa International",2009/12,December,2009,539,573,563
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/01,January,2010,1176,1837,2648
BOS,"Boston, MA: Logan International",2010/01,January,2010,505,514,895
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/01,January,2010,435,647,414
CLT,"Charlotte, NC: Charlotte Douglas International",2010/01,January,2010,524,414,809
DCA,"Washington, DC: Ronald Reagan Washington National",2010/01,January,2010,350,261,405
DEN,"Denver, CO: Denver International",2010/01,January,2010,682,1134,751
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/01,January,2010,741,1519,1116
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/01,January,2010,695,777,1240
EWR,"Newark, NJ: Newark Liberty International",2010/01,January,2010,298,452,1705
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/01,January,2010,421,386,423
IAD,"Washington, DC: Washington Dulles International",2010/01,January,2010,425,262,357
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/01,January,2010,417,719,1139
JFK,"New York, NY: John F. Kennedy International",2010/01,January,2010,461,477,1009
LAS,"Las Vegas, NV: McCarran International",2010/01,January,2010,466,710,539
LAX,"Los Angeles, CA: Los Angeles International",2010/01,January,2010,672,1077,791
LGA,"New York, NY: LaGuardia",2010/01,January,2010,398,344,713
MCO,"Orlando, FL: Orlando International",2010/01,January,2010,621,641,693
MDW,"Chicago, IL: Chicago Midway International",2010/01,January,2010,348,517,350
MIA,"Miami, FL: Miami International",2010/01,January,2010,402,383,472
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/01,January,2010,503,451,548
ORD,"Chicago, IL: Chicago O'Hare International",2010/01,January,2010,1028,1760,2198
PDX,"Portland, OR: Portland International",2010/01,January,2010,171,265,85
PHL,"Philadelphia, PA: Philadelphia International",2010/01,January,2010,377,359,636
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/01,January,2010,603,674,524
SAN,"San Diego, CA: San Diego International",2010/01,January,2010,306,384,229
SEA,"Seattle, WA: Seattle/Tacoma International",2010/01,January,2010,286,363,253
SFO,"San Francisco, CA: San Francisco International",2010/01,January,2010,359,904,2184
SLC,"Salt Lake City, UT: Salt Lake City International",2010/01,January,2010,387,602,498
TPA,"Tampa, FL: Tampa International",2010/01,January,2010,394,366,340
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/02,Febuary,2010,1194,2204,2826
BOS,"Boston, MA: Logan International",2010/02,Febuary,2010,482,504,857
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/02,Febuary,2010,321,498,350
CLT,"Charlotte, NC: Charlotte Douglas International",2010/02,Febuary,2010,387,459,682
DCA,"Washington, DC: Ronald Reagan Washington National",2010/02,Febuary,2010,271,235,284
DEN,"Denver, CO: Denver International",2010/02,Febuary,2010,604,1284,809
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/02,Febuary,2010,763,1696,1347
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/02,Febuary,2010,747,1127,1161
EWR,"Newark, NJ: Newark Liberty International",2010/02,Febuary,2010,230,437,1113
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/02,Febuary,2010,408,433,495
IAD,"Washington, DC: Washington Dulles International",2010/02,Febuary,2010,270,349,301
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/02,Febuary,2010,498,763,1593
JFK,"New York, NY: John F. Kennedy International",2010/02,Febuary,2010,502,529,796
LAS,"Las Vegas, NV: McCarran International",2010/02,Febuary,2010,446,605,326
LAX,"Los Angeles, CA: Los Angeles International",2010/02,Febuary,2010,653,947,568
LGA,"New York, NY: LaGuardia",2010/02,Febuary,2010,342,330,691
MCO,"Orlando, FL: Orlando International",2010/02,Febuary,2010,683,711,895
MDW,"Chicago, IL: Chicago Midway International",2010/02,Febuary,2010,241,402,200
MIA,"Miami, FL: Miami International",2010/02,Febuary,2010,392,371,495
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/02,Febuary,2010,521,537,685
ORD,"Chicago, IL: Chicago O'Hare International",2010/02,Febuary,2010,763,1645,2578
PDX,"Portland, OR: Portland International",2010/02,Febuary,2010,155,218,89
PHL,"Philadelphia, PA: Philadelphia International",2010/02,Febuary,2010,285,392,676
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/02,Febuary,2010,483,591,480
SAN,"San Diego, CA: San Diego International",2010/02,Febuary,2010,292,344,156
SEA,"Seattle, WA: Seattle/Tacoma International",2010/02,Febuary,2010,250,313,197
SFO,"San Francisco, CA: San Francisco International",2010/02,Febuary,2010,339,815,1915
SLC,"Salt Lake City, UT: Salt Lake City International",2010/02,Febuary,2010,371,440,359
TPA,"Tampa, FL: Tampa International",2010/02,Febuary,2010,362,351,384
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/03,March,2010,1393,2238,3446
BOS,"Boston, MA: Logan International",2010/03,March,2010,592,624,1436
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/03,March,2010,473,834,425
CLT,"Charlotte, NC: Charlotte Douglas International",2010/03,March,2010,446,484,677
DCA,"Washington, DC: Ronald Reagan Washington National",2010/03,March,2010,369,369,413
DEN,"Denver, CO: Denver International",2010/03,March,2010,704,1330,710
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/03,March,2010,821,1671,1308
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/03,March,2010,669,676,591
EWR,"Newark, NJ: Newark Liberty International",2010/03,March,2010,375,564,2364
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/03,March,2010,474,507,516
IAD,"Washington, DC: Washington Dulles International",2010/03,March,2010,336,476,460
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/03,March,2010,489,904,1140
JFK,"New York, NY: John F. Kennedy International",2010/03,March,2010,557,486,1669
LAS,"Las Vegas, NV: McCarran International",2010/03,March,2010,507,777,394
LAX,"Los Angeles, CA: Los Angeles International",2010/03,March,2010,718,957,512
LGA,"New York, NY: LaGuardia",2010/03,March,2010,418,415,1464
MCO,"Orlando, FL: Orlando International",2010/03,March,2010,720,861,791
MDW,"Chicago, IL: Chicago Midway International",2010/03,March,2010,370,616,173
MIA,"Miami, FL: Miami International",2010/03,March,2010,431,437,519
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/03,March,2010,529,461,398
ORD,"Chicago, IL: Chicago O'Hare International",2010/03,March,2010,870,1691,2311
PDX,"Portland, OR: Portland International",2010/03,March,2010,184,246,96
PHL,"Philadelphia, PA: Philadelphia International",2010/03,March,2010,405,478,1215
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/03,March,2010,604,769,431
SAN,"San Diego, CA: San Diego International",2010/03,March,2010,316,456,140
SEA,"Seattle, WA: Seattle/Tacoma International",2010/03,March,2010,316,353,213
SFO,"San Francisco, CA: San Francisco International",2010/03,March,2010,377,694,1287
SLC,"Salt Lake City, UT: Salt Lake City International",2010/03,March,2010,344,470,307
TPA,"Tampa, FL: Tampa International",2010/03,March,2010,455,506,405
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/04,April,2010,950,1295,1866
BOS,"Boston, MA: Logan International",2010/04,April,2010,388,390,500
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/04,April,2010,324,536,222
CLT,"Charlotte, NC: Charlotte Douglas International",2010/04,April,2010,297,276,353
DCA,"Washington, DC: Ronald Reagan Washington National",2010/04,April,2010,332,207,211
DEN,"Denver, CO: Denver International",2010/04,April,2010,588,1053,816
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/04,April,2010,676,1093,779
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/04,April,2010,636,582,689
EWR,"Newark, NJ: Newark Liberty International",2010/04,April,2010,257,344,1083
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/04,April,2010,281,279,256
IAD,"Washington, DC: Washington Dulles International",2010/04,April,2010,235,266,191
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/04,April,2010,384,534,1186
JFK,"New York, NY: John F. Kennedy International",2010/04,April,2010,383,292,723
LAS,"Las Vegas, NV: McCarran International",2010/04,April,2010,502,642,440
LAX,"Los Angeles, CA: Los Angeles International",2010/04,April,2010,688,807,617
LGA,"New York, NY: LaGuardia",2010/04,April,2010,356,266,614
MCO,"Orlando, FL: Orlando International",2010/04,April,2010,476,431,380
MDW,"Chicago, IL: Chicago Midway International",2010/04,April,2010,313,427,157
MIA,"Miami, FL: Miami International",2010/04,April,2010,357,429,353
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/04,April,2010,446,414,570
ORD,"Chicago, IL: Chicago O'Hare International",2010/04,April,2010,708,1358,2185
PDX,"Portland, OR: Portland International",2010/04,April,2010,160,175,120
PHL,"Philadelphia, PA: Philadelphia International",2010/04,April,2010,253,233,447
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/04,April,2010,478,666,503
SAN,"San Diego, CA: San Diego International",2010/04,April,2010,328,367,219
SEA,"Seattle, WA: Seattle/Tacoma International",2010/04,April,2010,269,252,219
SFO,"San Francisco, CA: San Francisco International",2010/04,April,2010,442,607,1256
SLC,"Salt Lake City, UT: Salt Lake City International",2010/04,April,2010,325,529,404
TPA,"Tampa, FL: Tampa International",2010/04,April,2010,282,262,214
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/05,May,2010,1424,2181,3414
BOS,"Boston, MA: Logan International",2010/05,May,2010,406,474,638
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/05,May,2010,384,670,447
CLT,"Charlotte, NC: Charlotte Douglas International",2010/05,May,2010,377,483,717
DCA,"Washington, DC: Ronald Reagan Washington National",2010/05,May,2010,372,344,467
DEN,"Denver, CO: Denver International",2010/05,May,2010,636,1225,1172
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/05,May,2010,908,1645,1449
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/05,May,2010,756,968,1254
EWR,"Newark, NJ: Newark Liberty International",2010/05,May,2010,289,425,1545
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/05,May,2010,257,248,196
IAD,"Washington, DC: Washington Dulles International",2010/05,May,2010,266,407,312
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/05,May,2010,505,682,1324
JFK,"New York, NY: John F. Kennedy International",2010/05,May,2010,462,364,1309
LAS,"Las Vegas, NV: McCarran International",2010/05,May,2010,574,1011,582
LAX,"Los Angeles, CA: Los Angeles International",2010/05,May,2010,829,1028,867
LGA,"New York, NY: LaGuardia",2010/05,May,2010,420,416,1138
MCO,"Orlando, FL: Orlando International",2010/05,May,2010,520,609,436
MDW,"Chicago, IL: Chicago Midway International",2010/05,May,2010,303,610,286
MIA,"Miami, FL: Miami International",2010/05,May,2010,377,491,335
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/05,May,2010,591,666,782
