Airport.Code,Airport.Name,Time.Label,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System
SAN,"San Diego, CA: San Diego International",2008/10,October,2008,260,225,236
SEA,"Seattle, WA: Seattle/Tacoma International",2008/10,October,2008,385,357,640
SFO,"San Francisco, CA: San Francisco International",2008/10,October,2008,473,581,1008
SLC,"Salt Lake City, UT: Salt Lake City International",2008/10,October,2008,204,261,249
TPA,"Tampa, FL: Tampa International",2008/10,October,2008,289,279,241
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2008/11,November,2008,995,2573,4153
BOS,"Boston, MA: Logan International",2008/11,November,2008,357,408,1032
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2008/11,November,2008,277,464,278
CLT,"Charlotte, NC: Charlotte Douglas International",2008/11,November,2008,389,341,811
DCA,"Washington, DC: Ronald Reagan Washington National",2008/11,November,2008,323,293,342
DEN,"Denver, CO: Denver International",2008/11,November,2008,548,845,821
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2008/11,November,2008,570,941,748
DTW,"Detroit, MI: Detroit Metro Wayne County",2008/11,November,2008,380,429,547
EWR,"Newark, NJ: Newark Liberty International",2008/11,November,2008,244,340,2623
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2008/11,November,2008,265,271,421
IAD,"Washington, DC: Washington Dulles International",2008/11,November,2008,330,253,256
IAH,"Houston, TX: George Bush Intercontinental/Houston",2008/11,November,2008,369,392,876
JFK,"New York, NY: John F. Kennedy International",2008/11,November,2008,363,301,1308
LAS,"Las Vegas, NV: McCarran International",2008/11,November,2008,493,655,1357
LAX,"Los Angeles, CA: Los Angeles International",2008/11,November,2008,505,735,467
LGA,"New York, NY: LaGuardia",2008/11,November,2008,274,249,1073
MCO,"Orlando, FL: Orlando International",2008/11,November,2008,412,531,560
MDW,"Chicago, IL: Chicago Midway International",2008/11,November,2008,171,358,156
MIA,"Miami, FL: Miami International",2008/11,November,2008,272,232,468
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2008/11,November,2008,346,289,571
ORD,"Chicago, IL: Chicago O'Hare International",2008/11,November,2008,712,1131,2176
PDX,"Portland, OR: Portland International",2008/11,November,2008,169,257,228
PHL,"Philadelphia, PA: Philadelphia International",2008/11,November,2008,310,308,1307
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2008/11,November,2008,522,543,533
SAN,"San Diego, CA: San Diego International",2008/11,November,2008,266,312,278
SEA,"Seattle, WA: Seattle/Tacoma International",2008/11,November,2008,368,413,598
SFO,"San Francisco, CA: San Francisco International",2008/11,November,2008,363,654,1259
SLC,"Salt Lake City, UT: Salt Lake City International",2008/11,November,2008,183,354,300
TPA,"Tampa, FL: Tampa International",2008/11,November,2008,257,304,347
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2008/12,December,2008,1956,4483,4955
BOS,"Boston, MA: Logan International",2008/12,December,2008,593,798,1024
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2008/12,December,2008,561,1024,468
CLT,"Charlotte, NC: Charlotte Douglas International",2008/12,December,2008,719,579,1016
DCA,"Washington, DC: Ronald Reagan Washington National",2008/12,December,2008,537,518,542
DEN,"Denver, CO: Denver International",2008/12,December,2008,1322,2417,2328
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2008/12,December,2008,1044,2212,1559
DTW,"Detroit, MI: Detroit Metro Wayne County",2008/12,December,2008,806,1419,1205
EWR,"Newark, NJ: Newark Liberty International",2008/12,December,2008,464,852,2812
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2008/12,December,2008,596,657,641
IAD,"Washington, DC: Washington Dulles International",2008/12,December,2008,531,510,380
IAH,"Houston, TX: George Bush Intercontinental/Houston",2008/12,December,2008,892,1119,1876
JFK,"New York, NY: John F. Kennedy International",2008/12,December,2008,670,806,1594
LAS,"Las Vegas, NV: McCarran International",2008/12,December,2008,998,1703,1496
LAX,"Los Angeles, CA: Los Angeles International",2008/12,December,2008,1221,1872,1736
LGA,"New York, NY: LaGuardia",2008/12,December,2008,477,594,1561
MCO,"Orlando, FL: Orlando International",2008/12,December,2008,836,1186,861
MDW,"Chicago, IL: Chicago Midway International",2008/12,December,2008,409,773,559
MIA,"Miami, FL: Miami International",2008/12,December,2008,488,466,644
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2008/12,December,2008,702,933,1416
ORD,"Chicago, IL: Chicago O'Hare International",2008/12,December,2008,1456,3275,4440
PDX,"Portland, OR: Portland International",2008/12,December,2008,387,586,450
PHL,"Philadelphia, PA: Philadelphia International",2008/12,December,2008,463,641,1407
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2008/12,December,2008,1207,1478,1780
SAN,"San Diego, CA: San Diego International",2008/12,December,2008,575,950,665
SEA,"Seattle, WA: Seattle/Tacoma International",2008/12,December,2008,784,1103,1095
SFO,"San Francisco, CA: San Francisco International",2008/12,December,2008,720,1378,2039
SLC,"Salt Lake City, UT: Salt Lake City International",2008/12,December,2008,630,1430,1009
TPA,"Tampa, FL: Tampa International",2008/12,December,2008,513,723,437
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/01,January,2009,1226,2806,4172
BOS,"Boston, MA: Logan International",2009/01,January,2009,495,579,739
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/01,January,2009,399,565,396
CLT,"Charlotte, NC: Charlotte Douglas International",2009/01,January,2009,558,467,1039
DCA,"Washington, DC: Ronald Reagan Washington National",2009/01,January,2009,447,375,561
DEN,"Denver, CO: Denver International",2009/01,January,2009,820,1347,1562
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/01,January,2009,686,1437,1195
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/01,January,2009,545,881,1008
EWR,"Newark, NJ: Newark Liberty International",2009/01,January,2009,323,459,2517
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/01,January,2009,376,387,543
IAD,"Washington, DC: Washington Dulles International",2009/01,January,2009,368,291,271
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/01,January,2009,451,462,922
JFK,"New York, NY: John F. Kennedy International",2009/01,January,2009,525,498,1150
LAS,"Las Vegas, NV: McCarran International",2009/01,January,2009,553,797,802
LAX,"Los Angeles, CA: Los Angeles International",2009/01,January,2009,715,918,720
LGA,"New York, NY: LaGuardia",2009/01,January,2009,421,392,1257
MCO,"Orlando, FL: Orlando International",2009/01,January,2009,553,645,861
MDW,"Chicago, IL: Chicago Midway International",2009/01,January,2009,233,449,334
MIA,"Miami, FL: Miami International",2009/01,January,2009,386,324,596
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/01,January,2009,507,433,1000
ORD,"Chicago, IL: Chicago O'Hare International",2009/01,January,2009,1078,1967,2977
PDX,"Portland, OR: Portland International",2009/01,January,2009,222,312,280
PHL,"Philadelphia, PA: Philadelphia International",2009/01,January,2009,375,419,980
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/01,January,2009,679,669,929
SAN,"San Diego, CA: San Diego International",2009/01,January,2009,347,424,315
SEA,"Seattle, WA: Seattle/Tacoma International",2009/01,January,2009,498,587,890
SFO,"San Francisco, CA: San Francisco International",2009/01,January,2009,427,812,1320
SLC,"Salt Lake City, UT: Salt Lake City International",2009/01,January,2009,367,736,649
TPA,"Tampa, FL: Tampa International",2009/01,January,2009,339,361,435
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/02,Febuary,2009,776,1910,2842
BOS,"Boston, MA: Logan International",2009/02,Febuary,2009,342,345,555
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/02,Febuary,2009,236,315,184
CLT,"Charlotte, NC: Charlotte Douglas International",2009/02,Febuary,2009,383,279,685
DCA,"Washington, DC: Ronald Reagan Washington National",2009/02,Febuary,2009,286,248,358
DEN,"Denver, CO: Denver International",2009/02,Febuary,2009,591,893,992
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/02,Febuary,2009,562,915,637
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/02,Febuary,2009,395,515,549
EWR,"Newark, NJ: Newark Liberty International",2009/02,Febuary,2009,218,378,3080
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/02,Febuary,2009,282,283,244
IAD,"Washington, DC: Washington Dulles International",2009/02,Febuary,2009,271,203,212
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/02,Febuary,2009,363,441,724
JFK,"New York, NY: John F. Kennedy International",2009/02,Febuary,2009,315,337,963
LAS,"Las Vegas, NV: McCarran International",2009/02,Febuary,2009,471,671,921
LAX,"Los Angeles, CA: Los Angeles International",2009/02,Febuary,2009,601,887,1052
LGA,"New York, NY: LaGuardia",2009/02,Febuary,2009,288,276,1516
MCO,"Orlando, FL: Orlando International",2009/02,Febuary,2009,443,437,352
MDW,"Chicago, IL: Chicago Midway International",2009/02,Febuary,2009,149,239,177
MIA,"Miami, FL: Miami International",2009/02,Febuary,2009,297,254,265
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/02,Febuary,2009,347,337,675
ORD,"Chicago, IL: Chicago O'Hare International",2009/02,Febuary,2009,759,1130,1706
PDX,"Portland, OR: Portland International",2009/02,Febuary,2009,154,254,144
PHL,"Philadelphia, PA: Philadelphia International",2009/02,Febuary,2009,251,278,651
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/02,Febuary,2009,617,579,1097
SAN,"San Diego, CA: San Diego International",2009/02,Febuary,2009,358,408,467
SEA,"Seattle, WA: Seattle/Tacoma International",2009/02,Febuary,2009,338,405,378
SFO,"San Francisco, CA: San Francisco International",2009/02,Febuary,2009,391,732,2382
SLC,"Salt Lake City, UT: Salt Lake City International",2009/02,Febuary,2009,234,522,418
TPA,"Tampa, FL: Tampa International",2009/02,Febuary,2009,238,225,186
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/03,March,2009,1339,3914,5535
BOS,"Boston, MA: Logan International",2009/03,March,2009,468,531,770
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/03,March,2009,335,590,293
CLT,"Charlotte, NC: Charlotte Douglas International",2009/03,March,2009,517,431,1040
DCA,"Washington, DC: Ronald Reagan Washington National",2009/03,March,2009,352,398,439
DEN,"Denver, CO: Denver International",2009/03,March,2009,714,1377,1152
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/03,March,2009,716,1519,1296
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/03,March,2009,471,555,571
EWR,"Newark, NJ: Newark Liberty International",2009/03,March,2009,330,521,3171
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/03,March,2009,306,447,387
IAD,"Washington, DC: Washington Dulles International",2009/03,March,2009,411,292,244
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/03,March,2009,536,982,1330
JFK,"New York, NY: John F. Kennedy International",2009/03,March,2009,395,411,1074
LAS,"Las Vegas, NV: McCarran International",2009/03,March,2009,540,903,1007
LAX,"Los Angeles, CA: Los Angeles International",2009/03,March,2009,727,1004,848
LGA,"New York, NY: LaGuardia",2009/03,March,2009,368,419,1889
MCO,"Orlando, FL: Orlando International",2009/03,March,2009,560,727,611
MDW,"Chicago, IL: Chicago Midway International",2009/03,March,2009,223,485,230
MIA,"Miami, FL: Miami International",2009/03,March,2009,344,348,425
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/03,March,2009,412,432,725
ORD,"Chicago, IL: Chicago O'Hare International",2009/03,March,2009,928,1514,2274
PDX,"Portland, OR: Portland International",2009/03,March,2009,251,310,218
PHL,"Philadelphia, PA: Philadelphia International",2009/03,March,2009,320,434,811
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/03,March,2009,774,741,972
SAN,"San Diego, CA: San Diego International",2009/03,March,2009,370,476,383
SEA,"Seattle, WA: Seattle/Tacoma International",2009/03,March,2009,435,561,734
SFO,"San Francisco, CA: San Francisco International",2009/03,March,2009,465,787,1582
SLC,"Salt Lake City, UT: Salt Lake City International",2009/03,March,2009,296,609,522
TPA,"Tampa, FL: Tampa International",2009/03,March,2009,373,464,303
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/04,April,2009,1264,3061,4407
BOS,"Boston, MA: Logan International",2009/04,April,2009,494,547,778
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/04,April,2009,345,571,354
CLT,"Charlotte, NC: Charlotte Douglas International",2009/04,April,2009,478,355,809
DCA,"Washington, DC: Ronald Reagan Washington National",2009/04,April,2009,379,380,407
DEN,"Denver, CO: Denver International",2009/04,April,2009,716,1182,1062
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/04,April,2009,793,1967,1896
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/04,April,2009,552,620,751
EWR,"Newark, NJ: Newark Liberty International",2009/04,April,2009,314,660,3465
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/04,April,2009,335,415,473
IAD,"Washington, DC: Washington Dulles International",2009/04,April,2009,338,213,259
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/04,April,2009,541,774,1658
JFK,"New York, NY: John F. Kennedy International",2009/04,April,2009,429,501,1748
LAS,"Las Vegas, NV: McCarran International",2009/04,April,2009,564,795,699
LAX,"Los Angeles, CA: Los Angeles International",2009/04,April,2009,674,905,643
LGA,"New York, NY: LaGuardia",2009/04,April,2009,347,389,1875
MCO,"Orlando, FL: Orlando International",2009/04,April,2009,547,780,702
MDW,"Chicago, IL: Chicago Midway International",2009/04,April,2009,256,534,140
MIA,"Miami, FL: Miami International",2009/04,April,2009,367,397,560
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/04,April,2009,371,335,495
ORD,"Chicago, IL: Chicago O'Hare International",2009/04,April,2009,916,1344,2209
PDX,"Portland, OR: Portland International",2009/04,April,2009,197,270,149
PHL,"Philadelphia, PA: Philadelphia International",2009/04,April,2009,304,467,1276
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/04,April,2009,698,774,747
SAN,"San Diego, CA: San Diego International",2009/04,April,2009,329,484,231
SEA,"Seattle, WA: Seattle/Tacoma International",2009/04,April,2009,415,437,579
SFO,"San Francisco, CA: San Francisco International",2009/04,April,2009,438,687,1224
SLC,"Salt Lake City, UT: Salt Lake City International",2009/04,April,2009,276,492,393
TPA,"Tampa, FL: Tampa International",2009/04,April,2009,318,419,373
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/05,May,2009,1342,3211,5579
BOS,"Boston, MA: Logan International",2009/05,May,2009,433,521,793
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/05,May,2009,339,624,376
CLT,"Charlotte, NC: Charlotte Douglas International",2009/05,May,2009,501,399,1280
DCA,"Washington, DC: Ronald Reagan Washington National",2009/05,May,2009,334,296,455
DEN,"Denver, CO: Denver International",2009/05,May,2009,668,986,1235
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/05,May,2009,766,1892,1345
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/05,May,2009,494,480,700
EWR,"Newark, NJ: Newark Liberty International",2009/05,May,2009,268,494,2523
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/05,May,2009,325,354,513
IAD,"Washington, DC: Washington Dulles International",2009/05,May,2009,374,240,417
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/05,May,2009,403,511,625
JFK,"New York, NY: John F. Kennedy International",2009/05,May,2009,476,556,2131
LAS,"Las Vegas, NV: McCarran International",2009/05,May,2009,526,722,476
LAX,"Los Angeles, CA: Los Angeles International",2009/05,May,2009,593,912,494
LGA,"New York, NY: LaGuardia",2009/05,May,2009,284,375,2178
MCO,"Orlando, FL: Orlando International",2009/05,May,2009,571,694,770
MDW,"Chicago, IL: Chicago Midway International",2009/05,May,2009,263,543,199
MIA,"Miami, FL: Miami International",2009/05,May,2009,348,429,690
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/05,May,2009,420,369,586
ORD,"Chicago, IL: Chicago O'Hare International",2009/05,May,2009,869,1240,1770
PDX,"Portland, OR: Portland International",2009/05,May,2009,194,294,300
PHL,"Philadelphia, PA: Philadelphia International",2009/05,May,2009,340,460,1412
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/05,May,2009,681,721,522
SAN,"San Diego, CA: San Diego International",2009/05,May,2009,314,451,219
SEA,"Seattle, WA: Seattle/Tacoma International",2009/05,May,2009,393,438,681
SFO,"San Francisco, CA: San Francisco International",2009/05,May,2009,423,769,2215
SLC,"Salt Lake City, UT: Salt Lake City International",2009/05,May,2009,263,320,347
TPA,"Tampa, FL: Tampa International",2009/05,May,2009,326,416,394
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/06,June,2009,1442,3110,3190
BOS,"Boston, MA: Logan International",2009/06,June,2009,506,679,2065
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/06,June,2009,418,829,557
CLT,"Charlotte, NC: Charlotte Douglas International",2009/06,June,2009,525,448,871
DCA,"Washington, DC: Ronald Reagan Washington National",2009/06,June,2009,413,423,648
DEN,"Denver, CO: Denver International",2009/06,June,2009,1002,1772,2959
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/06,June,2009,1050,2142,1293
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/06,June,2009,745,873,829
EWR,"Newark, NJ: Newark Liberty International",2009/06,June,2009,340,597,2221
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/06,June,2009,335,387,407
IAD,"Washington, DC: Washington Dulles International",2009/06,June,2009,478,333,445
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/06,June,2009,424,701,493
JFK,"New York, NY: John F. Kennedy International",2009/06,June,2009,567,757,2083
LAS,"Las Vegas, NV: McCarran International",2009/06,June,2009,672,1103,850
LAX,"Los Angeles, CA: Los Angeles International",2009/06,June,2009,990,1365,1220
LGA,"New York, NY: LaGuardia",2009/06,June,2009,401,498,2046
MCO,"Orlando, FL: Orlando International",2009/06,June,2009,580,824,658
MDW,"Chicago, IL: Chicago Midway International",2009/06,June,2009,292,707,229
MIA,"Miami, FL: Miami International",2009/06,June,2009,396,516,578
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/06,June,2009,648,699,786
ORD,"Chicago, IL: Chicago O'Hare International",2009/06,June,2009,1372,1777,2342
PDX,"Portland, OR: Portland International",2009/06,June,2009,245,358,192
PHL,"Philadelphia, PA: Philadelphia International",2009/06,June,2009,374,601,1393
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/06,June,2009,907,996,952
SAN,"San Diego, CA: San Diego International",2009/06,June,2009,491,706,529
SEA,"Seattle, WA: Seattle/Tacoma International",2009/06,June,2009,553,618,547
SFO,"San Francisco, CA: San Francisco International",2009/06,June,2009,609,1129,1947
SLC,"Salt Lake City, UT: Salt Lake City International",2009/06,June,2009,448,831,860
TPA,"Tampa, FL: Tampa International",2009/06,June,2009,365,460,290
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/07,July,2009,1667,3906,4649
BOS,"Boston, MA: Logan International",2009/07,July,2009,519,705,1461
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/07,July,2009,434,813,549
CLT,"Charlotte, NC: Charlotte Douglas International",2009/07,July,2009,553,397,916
DCA,"Washington, DC: Ronald Reagan Washington National",2009/07,July,2009,367,446,482
DEN,"Denver, CO: Denver International",2009/07,July,2009,995,1559,1951
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/07,July,2009,1015,2509,1563
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/07,July,2009,748,1063,799
EWR,"Newark, NJ: Newark Liberty International",2009/07,July,2009,345,599,1941
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/07,July,2009,344,417,422
IAD,"Washington, DC: Washington Dulles International",2009/07,July,2009,373,294,394
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/07,July,2009,589,972,1071
JFK,"New York, NY: John F. Kennedy International",2009/07,July,2009,588,726,1769
LAS,"Las Vegas, NV: McCarran International",2009/07,July,2009,738,1058,628
LAX,"Los Angeles, CA: Los Angeles International",2009/07,July,2009,1061,1188,772
LGA,"New York, NY: LaGuardia",2009/07,July,2009,430,537,1394
MCO,"Orlando, FL: Orlando International",2009/07,July,2009,680,883,668
MDW,"Chicago, IL: Chicago Midway International",2009/07,July,2009,320,677,192
MIA,"Miami, FL: Miami International",2009/07,July,2009,434,468,574
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/07,July,2009,653,667,775
ORD,"Chicago, IL: Chicago O'Hare International",2009/07,July,2009,1234,1473,1394
PDX,"Portland, OR: Portland International",2009/07,July,2009,324,351,203
PHL,"Philadelphia, PA: Philadelphia International",2009/07,July,2009,376,486,1040
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/07,July,2009,923,832,755
SAN,"San Diego, CA: San Diego International",2009/07,July,2009,487,613,313
SEA,"Seattle, WA: Seattle/Tacoma International",2009/07,July,2009,622,564,573
SFO,"San Francisco, CA: San Francisco International",2009/07,July,2009,634,1090,1389
SLC,"Salt Lake City, UT: Salt Lake City International",2009/07,July,2009,512,730,550
TPA,"Tampa, FL: Tampa International",2009/07,July,2009,388,455,311
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/08,August,2009,1495,3487,4727
BOS,"Boston, MA: Logan International",2009/08,August,2009,544,568,958
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/08,August,2009,441,716,559
CLT,"Charlotte, NC: Charlotte Douglas International",2009/08,August,2009,521,410,1112
DCA,"Washington, DC: Ronald Reagan Washington National",2009/08,August,2009,380,367,483
DEN,"Denver, CO: Denver International",2009/08,August,2009,893,1299,1018
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/08,August,2009,849,1840,1073
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/08,August,2009,738,1049,921
EWR,"Newark, NJ: Newark Liberty International",2009/08,August,2009,334,544,1813
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/08,August,2009,342,348,384
IAD,"Washington, DC: Washington Dulles International",2009/08,August,2009,393,256,408
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/08,August,2009,559,601,744
JFK,"New York, NY: John F. Kennedy International",2009/08,August,2009,573,657,1761
LAS,"Las Vegas, NV: McCarran International",2009/08,August,2009,614,790,408
LAX,"Los Angeles, CA: Los Angeles International",2009/08,August,2009,889,1044,659
LGA,"New York, NY: LaGuardia",2009/08,August,2009,445,418,1266
MCO,"Orlando, FL: Orlando International",2009/08,August,2009,645,724,679
MDW,"Chicago, IL: Chicago Midway International",2009/08,August,2009,310,601,299
MIA,"Miami, FL: Miami International",2009/08,August,2009,369,388,442
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/08,August,2009,600,728,1104
ORD,"Chicago, IL: Chicago O'Hare International",2009/08,August,2009,1239,1713,2283
PDX,"Portland, OR: Portland International",2009/08,August,2009,236,281,124
PHL,"Philadelphia, PA: Philadelphia International",2009/08,August,2009,380,468,1024
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/08,August,2009,746,695,516
SAN,"San Diego, CA: San Diego International",2009/08,August,2009,388,445,254
SEA,"Seattle, WA: Seattle/Tacoma International",2009/08,August,2009,505,469,401
SFO,"San Francisco, CA: San Francisco International",2009/08,August,2009,553,963,1278
SLC,"Salt Lake City, UT: Salt Lake City International",2009/08,August,2009,414,625,441
TPA,"Tampa, FL: Tampa International",2009/08,August,2009,339,409,269
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/09,September,2009,1150,2091,4872
BOS,"Boston, MA: Logan International",2009/09,September,2009,411,263,668
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/09,September,2009,267,402,168
CLT,"Charlotte, NC: Charlotte Douglas International",2009/09,September,2009,371,186,593
DCA,"Washington, DC: Ronald Reagan Washington National",2009/09,September,2009,244,164,214
DEN,"Denver, CO: Denver International",2009/09,September,2009,537,736,696
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/09,September,2009,675,1194,1016
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/09,September,2009,466,459,720
EWR,"Newark, NJ: Newark Liberty International",2009/09,September,2009,213,212,908
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/09,September,2009,211,138,219
IAD,"Washington, DC: Washington Dulles International",2009/09,September,2009,295,142,186
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/09,September,2009,322,358,1172
JFK,"New York, NY: John F. Kennedy International",2009/09,September,2009,485,159,995
LAS,"Las Vegas, NV: McCarran International",2009/09,September,2009,391,435,255
LAX,"Los Angeles, CA: Los Angeles International",2009/09,September,2009,494,532,326
LGA,"New York, NY: LaGuardia",2009/09,September,2009,298,211,606
MCO,"Orlando, FL: Orlando International",2009/09,September,2009,360,276,262
MDW,"Chicago, IL: Chicago Midway International",2009/09,September,2009,195,386,168
MIA,"Miami, FL: Miami International",2009/09,September,2009,215,231,315
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/09,September,2009,325,299,1003
ORD,"Chicago, IL: Chicago O'Hare International",2009/09,September,2009,730,922,1057
PDX,"Portland, OR: Portland International",2009/09,September,2009,117,153,97
PHL,"Philadelphia, PA: Philadelphia International",2009/09,September,2009,268,246,698
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/09,September,2009,467,450,355
SAN,"San Diego, CA: San Diego International",2009/09,September,2009,255,242,142
SEA,"Seattle, WA: Seattle/Tacoma International",2009/09,September,2009,264,209,268
SFO,"San Francisco, CA: San Francisco International",2009/09,September,2009,318,502,744
SLC,"Salt Lake City, UT: Salt Lake City International",2009/09,September,2009,236,334,346
TPA,"Tampa, FL: Tampa International",2009/09,September,2009,201,202,161
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/10,October,2009,1291,2761,5787
BOS,"Boston, MA: Logan International",2009/10,October,2009,413,429,659
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/10,October,2009,353,598,210
CLT,"Charlotte, NC: Charlotte Douglas International",2009/10,October,2009,480,378,801
DCA,"Washington, DC: Ronald Reagan Washington National",2009/10,October,2009,261,350,278
DEN,"Denver, CO: Denver International",2009/10,October,2009,897,1705,1681
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/10,October,2009,953,2243,2420
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/10,October,2009,624,699,963
EWR,"Newark, NJ: Newark Liberty International",2009/10,October,2009,234,487,1704
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/10,October,2009,273,262,211
IAD,"Washington, DC: Washington Dulles International",2009/10,October,2009,353,173,236
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/10,October,2009,548,983,2491
JFK,"New York, NY: John F. Kennedy International",2009/10,October,2009,339,337,926
LAS,"Las Vegas, NV: McCarran International",2009/10,October,2009,683,1038,1146
LAX,"Los Angeles, CA: Los Angeles International",2009/10,October,2009,846,1259,1378
LGA,"New York, NY: LaGuardia",2009/10,October,2009,302,371,970
MCO,"Orlando, FL: Orlando International",2009/10,October,2009,466,518,323
MDW,"Chicago, IL: Chicago Midway International",2009/10,October,2009,316,636,270
MIA,"Miami, FL: Miami International",2009/10,October,2009,304,289,230
